address,tel,name,locality,country,latitude,longitude,postcode,factual_id
524 New Lots Ave,(718) 272-3888,Shun Feng,Brooklyn,us,40.663518,-73.88882,11207,41642af9-17f7-47cf-98af-c80a00fb3afe
675 Stanley Ave,(718) 649-6228,675 Stanley Restaurant,Brooklyn,us,40.659483,-73.88394,11207,1c05f6d5-d015-4885-b115-c234e7c9d79d
862 New Lots Ave,(718) 649-1779,Laparada Restaurant,Brooklyn,us,40.667918,-73.87899,11208,f10819d7-05ce-49ae-954f-0db72b0d918d
3472 Fulton St,(718) 348-9406,Carro Cafe,Brooklyn,us,40.684843,-73.867421,11208,47bae09d-83fe-4506-ad92-4494379c5395
792 New Lots Ave,(718) 649-1809,Golden Horse,Brooklyn,us,40.666655,-73.881365,11208,fb6ebf10-477d-4369-be3e-2e8f767c38d6
485 New Lots Ave,(718) 649-7299,Right Way III Grocery,Brooklyn,us,40.663315,-73.889971,11207,22072ef6-92f0-4be0-bf94-2e24c04b5fb8
3472 Fulton St,(718) 348-9406,Carida Restaurant,Brooklyn,us,40.684837,-73.867437,11208,06f669ad-1358-43a3-860f-a4150a115f6c
835 Van Siclen Ave,(718) 272-3583,Number One Chinese Restaurant,Brooklyn,us,40.659455,-73.884765,11207,246b441d-1cc6-4f89-82b3-ba9b5af01f80
787 Liberty Ave,(718) 647-2322,Quang Qing Zheng,Brooklyn,us,40.676904,-73.880794,11208,2b6da720-0355-012f-b33e-003048cacd48
3367 Fulton St,(718) 235-8232,Fried Chicken,Brooklyn,us,40.68392,-73.871455,11208,610f7c13-1f6e-4acd-8952-eb3e3ab02722
835 Pennsylvania Ave,(718) 257-8043,American Hero Restaurant,Brooklyn,us,40.657404,-73.889726,11207,90d0f1b1-4cd7-4346-9671-2dc6e92966da
1381 Sutter Ave,(718) 277-8118,Ecowas African Food Market,Brooklyn,us,40.673569,-73.866989,11208,027d49ad-c569-48b1-a14e-42ca1978b1c5
1013 Sutter Ave,(718) 348-9331,Golden China,Brooklyn,us,40.671529,-73.88127,11208,2b687b10-0355-012f-b33e-003048cacd48
2788 Fulton St,(718) 235-1283,Kennedy Fried Chicken,Brooklyn,us,40.677836,-73.891689,11207,6d88fd52-25e0-4b23-832f-5621a2aef6e8
3169 Fulton St,(718) 235-1012,Toribio Restaurant,Brooklyn,us,40.682136,-73.878088,11208,1f3f6718-cc58-4c9b-a1a5-a0cfa26bd01f
747 New Lots Ave,(718) 272-6038,La Lechonera,Brooklyn,us,40.666106,-73.883573,11207,1f57d3ba-7db6-433f-89c4-1b5f492108de
3219 Fulton St,(718) 880-6696,Blue Iguana,Brooklyn,us,40.682658,-73.876235,11208,492f09a8-26fc-4ba0-afba-96d34e754642
3423 Fulton St,(718) 235-0606,Wah Ming Kitchen,Brooklyn,us,40.68461,-73.869263,11208,0c691cbb-e36f-4747-8664-034df506106c
241 Ridgewood Ave,(718) 348-7063,Claribel Deli-Grocery,Brooklyn,us,40.683698,-73.879893,11208,6075f154-ee96-41d2-957f-6c7f86b803e6
521 Stanley Ave,(718) 649-0012,Five Star Fish & Chips,Brooklyn,us,40.657275,-73.88903,11207,4e9bc0fe-6ea5-4fef-b477-98c47524131d
2928 Atlantic Ave,(347) 715-7272,Rico Chimi Cafeteria,Brooklyn,us,40.677275,-73.886224,11207,b5b6aed3-cdee-4d8d-a477-c022d79ddd14
3240 Fulton St,(718) 235-1590,Don Moy Deli Grocery,Brooklyn,us,40.682488,-73.875553,11208,5a002d8a-1ece-4253-b704-89379a4f5fb3
846 Jamaica Ave,(718) 647-0355,Fabulous Gyros,Brooklyn,us,40.689366,-73.87363,11208,4134a19e-5dae-44b2-b04d-be0219e2f509
1203 Liberty Ave,(718) 235-3194,Bismillah Kabab & Curry,Brooklyn,us,40.679029,-73.864918,11208,7e1f4fef-e360-4a61-a5ba-35a92daf3e64
2892 Fulton St,(718) 348-0855,Foo Lee,Brooklyn,us,40.678805,-73.887812,11207,2b73bde0-0355-012f-b33e-003048cacd48
805 Pennsylvania Ave,(718) 272-0301,Denny's,Brooklyn,us,40.658264,-73.890187,11207,ea372a26-2f3c-4c0a-8809-c1f56d7a2428
8708 Jamaica Ave,(718) 441-1662,Sam's Deli & Grocery,New York,us,40.692165,-73.857326,11421,731dc220-d8ac-4770-b7fd-5f27b19feecc
104-08 Atlantic Ave,(718) 805-9200,China House,New York,us,40.689975,-73.84071,11418,50702ca8-a278-4201-8836-7ead106cd1c7
2678 Pitkin Ave,(347) 770-8321,Pitkin Bonao Grill,New York,us,40.675007,-73.873076,11208,b61acef2-c558-41b9-bd40-9ddcd84c1aa3
3221 Fulton St,(718) 235-8102,Delicias Dnelia,Brooklyn,us,40.682695,-73.876124,11208,2b635da0-0355-012f-b33e-003048cacd48
2928 Pitkin Ave,(718) 647-3890,Perfect African Restaurant,Brooklyn,us,40.676397,-73.863828,11208,1db875fc-528a-44fd-88ad-f43dc2c269f0
3367 Fulton St,(718) 235-8232,NYC Famous Chicken,Brooklyn,us,40.683907,-73.871474,11208,6e76e87a-a8b6-47c5-9c14-f7fbcf0bde1f
766 Liberty Ave,(718) 277-5162,United Kitchen,Brooklyn,us,40.67641,-73.881526,11208,cdd90a2e-12eb-453e-bc1a-e5473f8c99e8
527 Stanley Ave,(718) 272-7110,Santo Domingo Restaurant,Brooklyn,us,40.657266,-73.88884,11207,8a696fed-b512-433d-81d1-63eced9be49d
3352 Fulton St,(718) 235-1666,Rico Pollo Ii Corporation,Brooklyn,us,40.683635,-73.871853,11208,ad20d178-a620-4bde-a0a6-12da8c2ff8e3
2104 Linden Blvd,(718) 272-6997,Qiu Lee,Brooklyn,us,40.66091,-73.88502,11207,f8d30f1f-ebdd-4090-8529-1f568d724418
1148 Liberty Ave,(347) 240-7257,Subway,Brooklyn,us,40.678591,-73.866853,11208,994af99d-f048-4892-ab07-529eb45be345
1218 Liberty Ave,(718) 235-4330,Ramirez Restaurant,Brooklyn,us,40.678848,-73.864037,11208,e49f0a1b-edbc-42f7-be07-d44742b4c400
3335 Fulton St,(718) 647-7281,Fu Xing House,New York,us,40.683832,-73.872582,11208,fd709c6d-70cc-4cb5-bb29-2e2b9f2cc406
2788 Fulton St,(718) 277-0355,Trinacria Pizzeria,Brooklyn,us,40.67786,-73.891966,11207,09f6b894-d147-4367-9e92-42ccba4994a7
986 Sutter Ave,(718) 348-1730,Wah An Chinese To Go,Brooklyn,us,40.671155,-73.882325,11208,571610f5-22d0-4a22-a7d2-be52ca0c1e20
2176 Pitkin Ave,(718) 240-9333,Crown Fried Chicken,Brooklyn,us,40.672275,-73.89222,11207,37918e28-b754-4f73-9af4-55fb99970734
188 Jamaica Ave,(718) 235-3900,DNN Pizzeria and Cafe,Brooklyn,us,40.680146,-73.892942,11207,0140d6f4-da98-432b-9f5c-a983360fed86
760 Schenck Ave,(718) 649-2015,Valarie's Soul Food,Brooklyn,us,40.661679,-73.884366,11207,1491d010-1639-4c5f-8204-968685ebb733
744 New Lots Ave,(718) 927-4981,Chan York,Brooklyn,us,40.666116,-73.88288,11207,2b5e34e0-0355-012f-b33e-003048cacd48
570 Van Siclen Ave,(718) 566-1867,Quezada Deli Grocery,Brooklyn,us,40.665683,-73.888787,11207,14df6269-3446-4059-a083-0d55ed47bb67
3325 Fulton St,(718) 277-3780,Crescent Coffee Shop,Brooklyn,us,40.683587,-73.872734,11208,08ae544e-ae71-4778-a178-9f83b56c9154
3143 Atlantic Ave,(718) 964-9600,McDonald's,Brooklyn,us,40.679644,-73.879344,11208,aebaf8db-934e-48be-820b-9d9e232c9321
731 Liberty Ave,(718) 277-5690,Lina's Grocery,Brooklyn,us,40.676612,-73.882747,11208,e128e00a-b6ea-46d1-9e6d-97a8e91881dd
76-17 101 Ave,(718) 521-4291,Medina Halal Fried Chicken and Pizza,New York,us,40.67999,-73.861234,11416,4ebc97df-a9fa-4cb6-929e-a1c293b34414
11023 Jamaica Ave,(718) 846-2513,Bakhtar Afghan Halal Kabab & Gyro King,New York,us,40.696912,-73.837398,11418,60b5c541-ed4d-48c2-90f1-4092bc4fa61b
2354 Pitkin Ave,(718) 277-0500,Crown Fried Chicken,Brooklyn,us,40.67319,-73.885445,11207,709dab97-4b95-4913-8437-ba1532c321c5
2225 Pitkin Ave,(718) 485-5000,Dr Food,Brooklyn,us,40.672851,-73.890199,11207,6737d3dc-649a-4c2f-8299-891950517372
430 Ridgewood Ave,(718) 827-2607,Dona Chela Deli Grocery,Brooklyn,us,40.68516,-73.872943,11208,4178a5c0-7160-4dbb-a8cc-53ee6797a0e7
556 Wortman Ave,(718) 272-3545,International Coffee Shop,Brooklyn,us,40.661754,-73.873356,11208,ddafd581-5301-4942-8e1f-35a6390c7425
899 Crescent St,(718) 484-4207,Sweet Corner Deli,Brooklyn,us,40.665353,-73.867299,11208,4c012068-5260-4598-9f1b-918025cb31da
1146 Liberty Ave,(347) 533-7800,Checkers,Brooklyn,us,40.678595,-73.866832,11208,90259a02-098e-4a03-be37-665ec972d716
790 New Lots Ave,(718) 484-1955,Crown Fried Chicken,Brooklyn,us,40.666832,-73.881402,11208,354e48e8-525a-468b-bb5a-4eb39c437151
145 Ridgewood Ave,(718) 827-1816,New Way Grocery,Brooklyn,us,40.683224,-73.883452,11208,76bf13f6-0c88-4786-bbf3-e967c8ac16b0
945 Liberty Ave,(718) 484-1975,Club Lounge 945,Brooklyn,us,40.677762,-73.874571,11208,a8ae2465-03b7-4ac7-a2d6-bf7994a75c10
660 Berriman St,(718) 272-8237,Hena Coffee,Brooklyn,us,40.66261,-73.874439,11208,65477b31-1195-4fa0-9dd8-cea5420185a3
417 New Lots Ave,(718) 649-6444,Crown Fried Chicken,Brooklyn,us,40.662427,-73.892252,11207,cd623083-54a6-431d-9cc0-005b6404f5e5
3360 Atlantic Ave,(718) 277-3990,Mario's Pizza Cafe,Brooklyn,us,40.681339,-73.872051,11208,5236d433-8e1b-4685-8c21-dc5dca64625f
748 Liberty Ave,(718) 277-0003,Elbohio Tipico,Brooklyn,us,40.676434,-73.882093,11208,6b1e06ab-f6dd-4e2b-9af1-e31e0a5283be
2424 Pitkin Ave,(718) 277-0733,La Paz Grocery Store,Brooklyn,us,40.673668,-73.882879,11208,57c8dcd8-cf93-4f42-9e74-5307cf00a1fd
3386 Atlantic Ave,(718) 827-3024,Piola Restaurant,Brooklyn,us,40.681636,-73.871367,11208,5cbf8df1-800e-4f0b-9c79-10e73acabfea
604 Wyona St,(718) 495-4581,Wyona Deli & Grocery,Brooklyn,us,40.663702,-73.891028,11207,430406b5-9a7d-4824-bc0e-32fa3d52af9a
978 Glenmore Ave,(347) 627-9382,Frias Family Deli,Brooklyn,us,40.676307,-73.873848,11208,813f7310-1e18-012f-0643-0030487f54d8
1002 Jamaica Ave,(718) 277-3593,Zona Rosa Lounge & Restaurant,Brooklyn,us,40.690895,-73.868555,11208,8e5720e2-deb4-4677-8325-b8a7cbb8b892
799 Stanley Ave,(718) 272-3210,Anthony's Restaurant & Pizzeri,Brooklyn,us,40.661343,-73.879579,11207,09fb6b4a-18ee-4a8f-827f-c11b397b7ca6
748 Liberty Ave,(718) 235-1006,Rubio Restaurant,Brooklyn,us,40.67644,-73.882035,11208,fb3e67b3-b3ba-4e48-9f50-cebb6778df1d
1356 Loring Ave,(718) 235-5739,China Doll Chinese Restaurant,Brooklyn,us,40.667882,-73.861324,11208,5b35fdda-b3d2-4c26-9017-0235c9969788
1181 Sutter Ave,(718) 841-6570,Crown Fried Chicken,Brooklyn,us,40.67251,-73.873813,11208,8de61a65-285f-4afd-8947-a88866553344
797 Pennsylvania Ave,(347) 533-8835,Checkers,Brooklyn,us,40.658204,-73.889894,11207,71e9c2f0-7f2e-4886-8b9c-6a8f6b8e21e2
2977 Fulton St,(718) 235-4829,Long Cheng,Brooklyn,us,40.679998,-73.88501,11208,71f51840-bef8-012e-5614-003048cad9da
679 Sutter Ave,(718) 342-0444,Elvis,Brooklyn,us,40.669728,-73.893628,11207,f2a08c33-7651-4714-b146-9580e5f1595f
2980 Fulton St,(718) 277-6188,J&F Mini Market,Brooklyn,us,40.679789,-73.884805,11208,00196ffb-f77c-40e5-8a17-e78c2e445b3d
331 Crescent St,(347) 240-4428,Glen Grill Deli Grocery,Brooklyn,us,40.680974,-73.871398,11208,19e0b7c8-e326-40bf-a682-ff210cd353af
728 Liberty Ave,(929) 210-8097,Little Trini Spot,Brooklyn,us,40.676236,-73.882688,11208,4a4be235-b6f7-4517-81f4-aa6616416806
380 Etna St,(718) 348-5602,K & W Deli Grocery,Brooklyn,us,40.68766,-73.869834,11208,e9bb9ed8-c13f-477f-87c9-444855ab2e03
1249 Sutter Ave,(347) 406-8811,Texas Fried Chicken,Brooklyn,us,40.67296,-73.871664,11208,60a26983-0f0d-4070-b785-4ee1447ba960
2718 Pitkin Ave,(718) 348-5550,Star Deli,Brooklyn,us,40.675266,-73.871753,11208,78c741d2-7288-461f-b839-52edb66a5508
3386 Atlantic Ave,(718) 484-3332,El Nuevo Barzola,Brooklyn,us,40.681674,-73.871474,11208,7162d351-8ba2-4ead-8e77-1c6e48da9780
229 7th Ave,(212) 242-9563,American Hero,New York,us,40.666657,-73.869935,10011,247a5f33-2b83-40cb-82e8-6c58dc214214
263 Hendrix St,(347) 627-5151,Festac Grill,Brooklyn,us,40.675716,-73.890078,11207,60661567-d579-43a1-99f8-de03c8461a31
855 Belmont Ave,(718) 348-1606,New Beginning West Indian And American Cuisine,Brooklyn,us,40.673359,-73.877546,11208,43b8e8e6-fd0b-4159-99c4-e44cc90eb710
582 Liberty Ave,(347) 789-4541,La Cuesta,Brooklyn,us,40.675491,-73.888309,11207,f9b89d7d-fd2b-445e-b918-21faa279931b
227 Hale Ave,(347) 240-1298,Atlantic Deli,Brooklyn,us,40.679656,-73.879639,11208,2cc5a050-5c7c-48d9-b94b-e97c1070a055
3148 Fulton St,(718) 277-5023,Alice's Palace,Brooklyn,us,40.681602,-73.878621,11208,2b64e700-0355-012f-b33e-003048cacd48
2943 Fulton St,(347) 787-5858,Bobs Coconut Lounge,Brooklyn,us,40.679656,-73.88622,11207,09c65247-512b-403e-bd9d-842210ce1d1e
571 Van Siclen Ave,(718) 342-6468,Lighthouse Restaurant & Bakery,Brooklyn,us,40.665519,-73.88832,11207,9bfe9375-b7bf-45c7-83bd-611a5c8a9fe1
860 New Lots Ave,(718) 927-9508,Williams' Deli,Brooklyn,us,40.667734,-73.8791,11208,11e1ae99-689c-4dbe-b73c-c962ad9dafe4
3127 Fulton St,(718) 647-4273,China Fortune,Brooklyn,us,40.681504,-73.879764,11208,71d490e0-bef8-012e-5614-003048cad9da
3037 Atlantic Ave,(917) 645-4001,Atlantic Lounge,Brooklyn,us,40.67878,-73.882649,11208,74e01550-1e18-012f-0643-0030487f54d8
2516 Linden Blvd,(718) 272-9000,Soul Food Kitchen Seafood Hvn,Brooklyn,us,40.666905,-73.871131,11208,8fd48341-2a9c-4159-a3c5-72113f20b73d
103 Liberty St,(718) 835-9628,Romeo's Pizzeria,New York,us,40.681771,-73.83719,10006,9b510dca-69bd-4400-b04f-92b9e13a1740
2863 Atlantic Ave,(718) 277-3087,Caris Brooklyn Cafe,Brooklyn,us,40.677097,-73.888501,11207,2b744eb0-0355-012f-b33e-003048cacd48
2908 Fulton St,(718) 827-7473,El Sabor No 2 Restaurant,Brooklyn,us,40.678826,-73.887398,11207,8283a6b7-71a7-40b6-b8e3-49b19bb4062f
2233 Pitkin Ave,(718) 676-0828,Bonao Deli Grocery,Brooklyn,us,40.672949,-73.889983,11207,23c5ade5-70dc-48ca-b695-1ebb87f07d64
2576 Pitkin Ave,(347) 529-0971,Yamasa Restaurant,Brooklyn,us,40.67457,-73.877201,11208,32c03ac1-8954-4922-a032-bce768827415
2588 Pitkin Ave,(347) 221-0368,Tony Deli,Brooklyn,us,40.67455,-73.876604,11208,26127187-a38b-4ccb-80f0-93af5a38ee4e
2225 Pitkin Ave,(718) 485-5000,Flor Del Canario Restaurant,Brooklyn,us,40.672881,-73.890272,11207,03ca2c3a-00c6-4c8a-a347-1299ca073941
2784 Linden Blvd,(718) 277-7841,Nathan's Famous,Brooklyn,us,40.66945,-73.861,11208,0c9e02b0-cd40-012e-5616-003048cad9da
2227 Pitkin Ave,(347) 533-9711,2227 Deli,Brooklyn,us,40.672876,-73.890146,11207,f03363ae-d56f-4c30-a45b-e83e94883609
589 New Lots Ave,(347) 961-1867,Island Tropics,Brooklyn,us,40.66452,-73.887192,11207,fca99333-069a-4ecc-ab01-01bd90ede02d
351 New Lots Ave,(718) 649-1622,Zheng Yan Fang,Brooklyn,us,40.661678,-73.893797,11207,d9cf8344-627c-4347-9cdd-9620bcd0c396
1065 Liberty Ave,(718) 235-3888,Deli Vision Grocery,Brooklyn,us,40.678456,-73.869981,11208,4a827d8e-0bb3-46f9-94be-d4daa0a88277
1181 Sutter Ave,(718) 484-3582,Family Deli,Brooklyn,us,40.672555,-73.874339,11208,28cf984d-45bb-4481-bfb7-634193eaf570
964 Belmont Ave,(718) 827-0338,B Grocery and Deli,Brooklyn,us,40.67385,-73.872921,11208,7e7799d6-047d-44bf-a66d-86c3687e742d
3379 Fulton St,(718) 964-1111,Fulton Express,Brooklyn,us,40.684089,-73.870958,11208,e87479ab-8758-44bd-bf64-09a26252b24e
86-02 Jamaica Ave,(718) 846-8184,Jimmy's Deli And Grocery,New York,us,40.691549,-73.857542,11421,c8287995-5296-407b-a3b4-6744dfb7b941
2231 Pitkin Ave,(347) 715-4949,L & J Caribbean Restaurant,Brooklyn,us,40.672905,-73.890044,11207,0d4be4f4-0584-4f73-9586-fd4317e3a8bc
2576 Pitkin Ave,(718) 964-5050,El Coral Cafe Restaurant,Brooklyn,us,40.674564,-73.87718,11208,b9bffacd-17ad-4cd4-bbba-59e5c0367044
739 Riverdale Ave,(718) 485-4567,Mamas Fried Chicken,Brooklyn,us,40.664061,-73.888577,11207,0014bd0f-50b1-494a-a371-91467c429a5e
7701 101st Ave,(718) 323-2224,Ravo Restaurant & Bar,New York,us,40.680254,-73.860528,11416,c40f1510-8f15-49ff-b7bb-c423599e9328
9221 Liberty Ave,(718) 323-4473,Soon Deli,New York,us,40.680484,-73.846241,11417,41c6881c-7a66-4632-bec1-7887ff0b1bcf
837 Pennsylvania Ave,(718) 272-5868,Chang Xing,Brooklyn,us,40.657316,-73.889665,11207,7cf2172f-f473-43d0-b094-53a0e53c2d3e
2909 Fulton St,(347) 295-1362,Jackie Chimi Deli,Brooklyn,us,40.679199,-73.887449,11207,3b12a437-c52f-4f2a-ae33-c951320e7d7d
3326 Fulton St,(718) 277-7741,Mama Vilma's,Brooklyn,us,40.683283,-73.87279,11208,09b1e113-b335-413e-ab40-921140072ac9
576 Ridgewood Ave,(718) 647-2066,Los Chamona Deli Grocery,Brooklyn,us,40.686488,-73.867827,11208,4c042440-6d0d-425c-9bc5-5d051f92668b
3441 Fulton St,(718) 235-0877,Fulton Corner Store,Brooklyn,us,40.68482,-73.868578,11208,5474da8b-aab0-4b3d-8e54-f6275b03dd49
3147 Fulton St,(718) 235-5563,Many's Deli Corporation,Brooklyn,us,40.681937,-73.878805,11208,ab27f1bd-3fb9-43a2-84c7-4501a11175aa
429 New Lots Ave,(718) 342-4648,Miguel Bautista Restaurant,Brooklyn,us,40.662525,-73.891846,11207,9522048e-f169-49cd-b16d-e2b1906cb902
3326 Fulton St,(718) 277-7741,Daniel Pizzeria,Brooklyn,us,40.683302,-73.87276,11208,7b74a3d0-c887-44e7-adaf-5e31b4fdba51
817 Van Siclen Ave,(718) 649-5022,Empire Pizza,Brooklyn,us,40.659867,-73.884911,11207,a986120b-d259-42b9-90b8-ca472a6f7420
640 Conduit Blvd,(718) 841-6570,Crown Fried Chicken,Brooklyn,us,40.675709,-73.866152,11208,3d01c4bd-befa-496d-b0c8-d553727977bd
2106 Linden Blvd,(718) 257-6800,Crown Fried Chicken,Brooklyn,us,40.660842,-73.884812,11207,850b2803-b045-407a-8137-055e253a67e9
801 Stanley Ave,(718) 257-0001,Crown Fried Chicken,Brooklyn,us,40.661366,-73.879455,11207,2b7d5d30-0355-012f-b33e-003048cacd48
290 Arlington Ave,(718) 235-2414,Arlene Deli Grocery,Brooklyn,us,40.680795,-73.883814,11208,595970ad-9f44-40d9-a172-47b8f7cbefb0
5 Bradford St,(718) 827-3311,Bradford Street Deli,Brooklyn,us,40.679626,-73.893858,11207,08c41342-9536-4972-9920-eee078e2d1d5
108 Van Siclen Ave,(718) 647-2176,Vansiclen Deli & Food Court,Brooklyn,us,40.677676,-73.891776,11207,865a6530-8752-4198-864c-865b1101dea4
699 Stanley Ave,(800) 521-2990,Paulines Jamaica Restaurant,Brooklyn,us,40.659824,-73.883071,11207,90f2032c-a826-4371-9e5a-3d4b7cbce6c8
728 Liberty Ave,(718) 277-2656,New Fra-Amici Pizzeria,Brooklyn,us,40.676208,-73.882672,11208,775354e0-4e97-4937-a83d-c1ce021562cc
1203 Sutter Ave,(718) 348-4050,Apple Deli & Grill,Brooklyn,us,40.672646,-73.873287,11208,dcce2bd0-1ef2-423e-aab3-555863e19042
2426 Pitkin Ave,(718) 235-5090,La Bona Pizza,Brooklyn,us,40.673639,-73.882804,11208,adc01ec5-987f-4004-9664-616fc915799a
8819 Liberty Ave,(347) 809-7313,Aleefa's West Indian Roti Shop,New York,us,40.680142,-73.84999,11417,eeaaf5f0-2255-4f12-8fe4-23a5a44c96eb
2426 Pitkin Ave,(347) 787-5142,La Parada Maena,Brooklyn,us,40.673665,-73.882802,11208,2ca2fbb1-c72c-4164-ae26-d46bfa85ae8a
503 Pennsylvania Ave,(347) 365-8680,Vegetarian Cuisine Miracle,Brooklyn,us,40.66502,-73.893767,11207,a5e808e1-62f2-4994-96bd-ad5755b0e0d2
2532 Pitkin Ave,(347) 271-7772,Hamyar Deli Corporation,Brooklyn,us,40.674258,-73.878752,11208,22d94958-7aaf-45cf-a15c-e1aec76b96a8
3147 Fulton St,(718) 235-5563,Fulton Norwood Deli,Brooklyn,us,40.681911,-73.878704,11208,06bc4ceb-e292-4cd2-a7c8-a62fd5e7ac30
439 New Lots Ave,(718) 676-0236,Kings New Lot Deli,Brooklyn,us,40.662771,-73.891326,11207,03f60376-c2e2-4910-a35b-81a7c5b1de33
772 Blake Ave,(347) 787-3599,Family Deli,Brooklyn,us,40.66838,-73.889974,11207,e1503f08-d5f2-4da6-96c8-2a64c7cafc27
354 Montauk Ave,(631) 537-8570,Levain Bakery,New York,us,40.669755,-73.877081,11208,cae1e74d-8d5d-42aa-bb45-cace511941f9
224 Shepherd Ave,(718) 277-3337,Solid Rock Gospel Music Cafe,Brooklyn,us,40.679271,-73.881805,11208,ee8e2615-9e31-4f51-89de-818fc204e335
731 Hegeman Ave,(347) 663-6446,Dona Tata Deli Grocery,Brooklyn,us,40.662812,-73.885126,11207,c078fb02-0b38-45c0-b70a-375e2a397aa2
2936 Fulton St,(718) 975-0305,Fulton Deli,Brooklyn,us,40.679256,-73.88623,11207,c3bc2820-542f-45f0-87a9-9290e057101b
581 Liberty Ave,(347) 240-1578,Chunky Deli,Brooklyn,us,40.675768,-73.888411,11207,145f08dc-c5d5-4069-b647-b4d812b46632
787 Liberty Ave,(718) 647-2322,China Sun,New York,us,40.676907,-73.880688,11208,0c7ae5a7-0efd-41a9-a63f-3898317a694d
2520 Linden Blvd,(347) 787-1046,Holy Deli,Brooklyn,us,40.666974,-73.87099,11208,0f68b967-d544-4767-90ed-80bf9d0d7a5d
3127 Fulton St,(718) 647-4273,Best Taste Kitchen,Brooklyn,us,40.681621,-73.879852,11208,287e9f94-fcb9-4645-aa1a-940f11ab3bda
3326 Fulton St,(718) 277-7741,Cypress Pizzeria,Brooklyn,us,40.683293,-73.8728,11208,1d7b45b3-435a-4706-bd16-16ea1d3312f7
754 New Lots Ave,(347) 435-0074,Loma Restaurant 4,Brooklyn,us,40.666181,-73.882637,11207,b8a58ac6-83e9-4535-a1f9-93c4bab070e9
947 Sutter Ave,(347) 750-7961,Sutters Pizza Corner,Brooklyn,us,40.671207,-73.883755,11207,bde7da01-1d4d-40c0-b4dc-2aa7fe3b7325
862 New Lots Ave,(718) 649-1779,La Paraza Restaurant,Brooklyn,us,40.667786,-73.87891,11208,96cebdeb-df99-4ec2-8fa9-49f18fa90476
2908 Fulton St,(347) 435-3410,Rageh Grocery,Brooklyn,us,40.678912,-73.887386,11207,8e97052c-58af-4eb6-aa0a-4ea919a75dec
860 New Lots Ave,(347) 756-3329,Torres Cafe,Brooklyn,us,40.667781,-73.878989,11208,81cb0343-d21c-46aa-b7ab-cae71cb86d8b
3339 Fulton St,(347) 985-2080,J&Z Deli Grill,Brooklyn,us,40.68365,-73.872441,11208,1433670c-68eb-4cd1-b5da-a11fd2c607a7
913 Belmont Ave,(347) 425-8249,J And G Deli And Grocery,Brooklyn,us,40.673803,-73.875056,11208,14db7737-af50-4abe-a924-16dcb3587e79
530 Conduit Blvd,(718) 277-7700,Panda House,Brooklyn,us,40.676876,-73.869616,11208,7e8a0dc9-fce5-468e-8fa2-399975a47498
2915 Fulton St,(347) 627-8131,P R Litt Kitchen,Brooklyn,us,40.679286,-73.887092,11207,a4d99232-1e97-4bb9-8ff3-1cd1997b091f
880 Glenmore Ave,(347) 663-3191,Mdl Deli Grocery,Brooklyn,us,40.675749,-73.877529,11208,92f32262-5b3f-4829-a02e-f0d0e823578f
582 Liberty Ave,(718) 277-3200,Amolex Restaurant,Brooklyn,us,40.675453,-73.888352,11207,54bda9fc-b02e-4444-8495-859c58163634
3441 Fulton St,(718) 235-0877,Christiano Market Deli,Brooklyn,us,40.684849,-73.868598,11208,855fecba-e276-4af4-9b8d-82cd81f4978d
3160 Fulton St,(347) 915-1785,El Progresso,Brooklyn,us,40.681714,-73.878232,11208,8fcc9f86-b879-44b5-971a-ad992d5f8cee
13311 Crossbay Blvd,(718) 322-6010,TuttoBene Pizza & Deli,New York,us,40.674916,-73.842963,11417,44f8b464-187d-45e9-bd01-d6ad9c387b27
1013 Sutter Ave,(800) 734-3782,Joses Restaurant,Brooklyn,us,40.671544,-73.881502,11208,c127f8b3-013c-4662-af33-b1db32f2edd5
835 Van Siclen Ave,(718) 272-3583,Zheng Ya Lin,Brooklyn,us,40.659514,-73.884839,11207,306ce72f-461e-4603-8389-5869d323268e
799 Stanley Ave,(718) 272-3210,Yary Restaurant,Brooklyn,us,40.661358,-73.879576,11207,6fa53a2d-3693-41c1-8ea8-8263f3cff9f6
3467 Atlantic Ave,(718) 827-3258,China Dragon Express,Brooklyn,us,40.682689,-73.868947,11208,ff07359c-0e85-4f70-8754-34df3c02bada
2932 Pitkin Ave,(718) 348-0269,Jasser Deli,Brooklyn,us,40.676344,-73.863689,11208,55994e87-0a39-49e7-bc74-c267774061c0
13311 Cross Bay Blvd,,4 Brothers Pizza and Deli,New York,us,40.675057,-73.842958,11417,f52b6249-efe4-422e-b87c-d7ae3fdee37e
3142 Fulton St,(718) 348-0041,Alhunda Deli,Brooklyn,us,40.681593,-73.878832,11208,c86e003f-35b5-48cc-b1ac-49eb9e5e3463
1101 Liberty Ave,(718) 647-2277,S & S Liquor Store,Brooklyn,us,40.678597,-73.868664,11208,0ed45864-1881-41b8-a1c3-20a05f5d2345
3221 Fulton St,(718) 277-0016,El Regreso,Brooklyn,us,40.682751,-73.876144,11208,21bb96f0-59ad-40ef-a182-40f7f3b0ab26
688 Jamaica Ave,(718) 964-5035,Nalini & Sons Deli,Brooklyn,us,40.686912,-73.878693,11208,86a57795-b49b-4e5b-bf69-274a5e3e692d
6 101st Ave,(718) 738-2459,El Pollo Inka Peru,New York,us,40.680379,-73.859557,11416,ace163f0-580e-4ded-bb49-2924273fd33f
